"","level","site_id","site_area","gap_prop","np","pd","ta","area_mn","area_sd","para_mn","para_sd","ai","cohesion"
"1","landscape","1105056",11.0343634194975,0.112892783447649,95,7626.23424580557,1.2457,0.0131126315789474,0.0432062033620008,1.27153815233973,0.666381490776444,94.6875003459485,97.0343540529262
"2","landscape","1105206",6.32035842199759,0.110151980871357,81,11634.5877621373,0.6962,0.00859506172839506,0.0203637723742101,1.2466485478416,0.612605095199825,92.9452951990596,95.1009250684123
"3","landscape","1105464",11.7319872550026,0.023568044696102,31,11211.5732368897,0.2765,0.00891935483870968,0.0259419277021432,1.19642926652735,0.543519652869594,95.5029206714556,95.6015062536453
"4","landscape","1107477",2.03572273499917,0.00275086577544279,3,53571.4285714286,0.0056,0.00186666666666667,0.000404145188432738,1.30273752012882,0.15922498161653,89.3804112554112,88.8270618321414
"5","landscape","1107675",6.32003183806451,0.0616769044820786,26,6670.08722421755,0.3898,0.0149923076923077,0.0432187729865337,1.35949926080602,0.841015362196426,92.9644783461302,97.9628543327407
"6","landscape","1107677",1.68281191680207,0.0927614063350848,23,14734.1447789878,0.1561,0.00678695652173913,0.00751212984856226,1.12953322856291,0.540378646849979,89.0538684228117,92.807850637638
"7","landscape","1108137",13.0660045550086,0.0736491400985406,57,5923.30873947833,0.9623,0.0168824561403509,0.0436182715761207,1.04689986802892,0.504037498528038,95.0268501269238,97.0563408173991
"8","landscape","1108227",4.40536052979913,0.00653748990694144,11,38194.4444444444,0.0288,0.00261818181818182,0.00197930198899419,1.30127694884033,0.458738082922596,90.1366050649823,87.0916677566551
"9","landscape","1108368",2.11348751000362,0.172605704208479,48,13157.8947368421,0.3648,0.0076,0.0134890657058605,1.27419956799139,0.600717866719221,91.5376426323899,93.8050597502286
"10","landscape","1115432",6.18892701159702,0.0312332007854977,40,20693.2229694775,0.1933,0.0048325,0.00822436615903917,1.39394507055822,0.841717988177141,92.2661328687398,91.3770363299134
"11","landscape","1412786",5.41744719810418,0.0268207505651088,50,34411.5622849277,0.1453,0.002906,0.00827963841269037,1.64675263931178,0.818525665794251,90.4818803215992,91.3651846775421
"12","landscape","1503147",1.09440707499699,0.00831500472529841,9,98901.0989010989,0.0091,0.00101111111111111,0.00057106138996706,1.89708475982986,0.786491681929469,87.9152276295133,78.1891460577199
"13","landscape","182014",1.95831146767361,0.469792479483829,41,4456.52173913043,0.92,0.0224390243902439,0.114900291292165,1.27994676584179,0.706124144697057,94.1740262818438,99.0862629911018
"14","landscape","182458",1.30629751078828,0.145296150710313,24,12644.8893572181,0.1898,0.00790833333333333,0.015653917877884,1.2273860174244,0.612173092563995,88.6703277037336,95.5931127426956
"15","landscape","183278",3.75388305480746,0.0843126957816841,32,10110.5845181675,0.3165,0.009890625,0.0178290874945157,1.17485276719831,0.862848857889269,92.8513304402075,95.2096372764967
"16","landscape","183479",0.951980725823203,0.0193281224092946,11,59782.6086956522,0.0184,0.00167272727272727,0.00163529257877048,1.66406457756618,0.935364276820821,93.0570406438977,84.60478562449
"17","landscape","186253",0.694070240420579,0.0413502817562225,6,20905.9233449477,0.0287,0.00478333333333333,0.00985645304694679,1.69785172435775,0.622012558315785,87.9403291605895,97.3050653301248
"18","landscape","186449",0.810409754885058,0.259251568399246,19,9043.31270823417,0.2101,0.0110578947368421,0.020253979466034,1.18165945420386,0.606776296889196,89.334875477351,96.4199419238903
"19","landscape","186460",2.17122677129035,0.010316748253195,11,49107.1428571429,0.0224,0.00203636363636364,0.00341621800454032,1.91182438251404,1.17637405578687,94.3329149262587,88.6406754522677
"20","landscape","186969",1.37845184582826,0.114113525601966,16,10171.6465352829,0.1573,0.00983125,0.0270800964732403,1.73961820404371,0.828167831333367,89.6284273250964,97.8717325246603
"21","landscape","187270",2.02960249122034,0.00492707317972758,4,40000,0.01,0.0025,0.00329747378053766,1.45540540540541,0.671712702508646,95.6148851148851,92.634673724453
"22","landscape","187818",2.08625924624287,0.26022652792442,57,10499.1711180696,0.5429,0.00952456140350877,0.0232091675290925,1.24236458927424,0.567678787259457,91.3227924516228,95.8396054612321
"23","landscape","187943",4.6744819466956,0.195486903237687,103,11271.6130444299,0.9138,0.00887184466019418,0.0242004311154101,1.36563469415394,0.805995993401807,91.3791015891537,95.5371893987218
"24","landscape","188912",2.66442036161126,0.00615518490861645,8,48780.487804878,0.0164,0.00205,0.00239105475829034,1.80367432060544,1.08685514974228,90.3666096615972,89.0136636497966
"25","landscape","189455",11.2410896515304,0.105594745420289,151,12721.1457455771,1.187,0.00786092715231788,0.0272274835990155,1.43380466280347,0.863324152109742,90.7682054874088,95.472637955991
"26","landscape","189594",5.15585882809491,0.0118118051774708,21,34482.7586206897,0.0609,0.0029,0.00469030915825386,1.48062475060703,0.496254123241435,90.9899501278163,90.1659918290406
"27","landscape","189646",19.8161453534424,0.268503278770899,291,5469.20517976958,5.3207,0.0182841924398625,0.116732269085335,1.21682905617593,0.546666121437647,92.7967019105958,98.364545047079
"28","landscape","189934",3.54406282648467,0.248330812146737,71,8067.26508351324,0.8801,0.0123957746478873,0.0270988003773479,1.29901125527057,0.705147166524165,88.4520940514581,96.2483511631072
"29","landscape","190325",2.58917185025569,0.027383273146971,22,31029.6191819464,0.0709,0.00322272727272727,0.00318761469533058,1.21825509675336,0.381159716988603,91.5931798447005,88.3565963107391
"30","landscape","190457",13.4703455182864,0.00866347487832261,58,49700.0856898029,0.1167,0.00201206896551724,0.00188615245483487,1.40640632787701,0.422851158087416,90.9591685439386,82.9325993669265
"31","landscape","190783",2.42594648705665,0.153960527156211,73,19544.8460508702,0.3735,0.00511643835616438,0.0124478580676292,1.35144612937037,0.71071522134518,91.5722491012212,92.8791958507179
"32","landscape","191362",14.4495070831782,0.0912003428500445,85,6450.14417969343,1.3178,0.0155035294117647,0.121882569798673,1.44364817303102,0.650123149984926,93.9858252546941,99.2441269936779
"33","landscape","191694",8.36008427401371,0.034054680631026,61,21426.0625219529,0.2847,0.0046672131147541,0.00507640690881111,1.09605082723694,0.52850821796216,92.8923086646912,89.5985216865902
"34","landscape","192053",1.8354896720469,0.0141106759653498,13,50193.0501930502,0.0259,0.00199230769230769,0.0023634232017921,2.06752594828234,1.13772683586335,89.4183293877567,87.6604701246663
"35","landscape","192145",1.65979358940694,0.0137366478250749,7,30701.7543859649,0.0228,0.00325714285714286,0.00351655946575491,1.24071817296969,0.485232167708552,92.9724044791329,90.6713231330715
"36","landscape","192417",5.35979437781274,0.0155789558542869,24,28742.5149700599,0.0835,0.00347916666666667,0.00638898366869415,1.95508443835057,1.20647822187652,91.2324603328671,92.0611331091062
"37","landscape","192446",10.6064355614399,0.0304532091039406,37,11455.1083591331,0.323,0.00872972972972973,0.0255276632614815,1.8833781074585,1.20397432233762,92.7459345492324,96.5180472889657
"38","landscape","194918",1.88088859011689,0.0623641403410875,30,25575.4475703325,0.1173,0.00391,0.00635714911163693,1.79218952111445,0.746321576650101,80.8519986984413,91.8313133818128
"39","landscape","298822",8.79101708591027,0.0275053497947971,58,23986.7659222498,0.2418,0.00416896551724138,0.00554279069924458,1.64542325913062,1.02281869118967,84.1015301798636,90.0415302125397
"40","landscape","299021",5.73080136174434,0.0346199401229309,20,10080.6451612903,0.1984,0.00992,0.0201129599486186,1.38713218522384,1.02006920574223,92.7772901010956,96.2897188969841
"41","landscape","305284",4.62675246109513,0.0142864785950434,31,46898.6384266263,0.0661,0.00213225806451613,0.00216123222518608,1.77748029429548,0.852010015226152,86.2853638972886,84.7425367522311
"42","landscape","56429",1.88392620247625,0.0447469756985149,20,23724.7924080664,0.0843,0.004215,0.00789392004546604,1.38967713783339,0.796389288733229,89.222643700903,93.7117564743225
"43","landscape","BF_M1",1.10368818353669,0.0778299534971365,27,31431.8975552969,0.0859,0.00318148148148148,0.0041224560488432,1.79265614366377,1.05125467476566,85.3050441946514,90.0973621157681
"44","landscape","BF_M2",3.26850350224825,0.0407525951581138,38,28528.5285285285,0.1332,0.00350526315789474,0.00500345542051615,1.62518147124457,0.874112284148811,82.4063939560501,89.3912094654153
"45","landscape","BF_P1",3.9933811419595,0.816125454631861,9,276.149857322574,3.2591,0.362122222222222,1.0850542472358,2.52550758411429,1.40175390863382,97.2548326019076,99.9911717356189
"46","landscape","CH-EW-0510-LANG",6.1765975493643,0.09102098615084,109,19388.1181074351,0.5622,0.00515779816513762,0.0103003981726165,1.4763899046703,0.886696703857906,90.9971671239227,91.6055874889342
"47","landscape","CH-EW-1020-HEAR",9.0342224903249,0.346737088150609,99,3160.41500399042,3.1325,0.0316414141414141,0.203483324298006,1.38376222012722,0.664989257532406,94.523683162918,99.3495215182015
"48","landscape","CH-EW-1020-HUC3",2.44474234181801,0.0348912024555387,30,35169.9882766706,0.0853,0.00284333333333333,0.00563288884868228,1.47385874285123,0.462307359161699,92.8818863424334,89.3036451680728
"49","landscape","CH-EW-3040-HOME",2.5897623542048,0.00722073976001628,6,32085.5614973262,0.0187,0.00311666666666667,0.00365700241545814,2.04740012682308,1.3933518108464,89.9056355278105,91.8712646616052
"50","landscape","CH-EWNC-0510-SL01",3.8216248555298,0.00889673928899715,6,17647.0588235294,0.034,0.00566666666666667,0.0120270805545929,1.9752654262588,1.15727036826634,93.2185187898322,96.9640299470749
"51","landscape","CH-EWNC-0510-SL02",3.58279088409877,0.0178910804659267,33,51482.0592823713,0.0641,0.00194242424242424,0.00354753702438663,1.67763023770322,0.630494692931648,87.9448464170715,86.6626607479063
"52","landscape","CH-EWNC-1020-HUC1",0.75702410201868,0.0405535304861964,2,6514.65798045603,0.0307,0.01535,0.0202939646200539,0.976094276094276,0.599493223915059,91.8660008274431,99.4766297714659
"53","landscape","CH-EWNC-2030-BLAC",10.274859326716,0.0356987855830074,46,12540.8942202835,0.3668,0.00797391304347826,0.0391302635637693,1.39272565963849,0.475059300441575,96.1835095773116,96.6212625982466
"54","landscape","CH-EWNC-2030-BULW",3.05914278711138,0.0295180729648996,40,44296.788482835,0.0903,0.0022575,0.00346527739667367,1.71288640560444,0.83822254982553,87.0764193172607,85.9209158176125
"55","landscape","CH-EWNC-2030-FAMN",5.30712820981964,0.0433002540950126,25,10879.0252393386,0.2298,0.009192,0.00907904730684888,0.857350980190549,0.372321269333508,94.4009059919131,93.278023270575
"56","landscape","CH-EWNC-6000-FAM2",4.89808656957983,0.0652908019197042,48,15009.3808630394,0.3198,0.0066625,0.0102863806880542,1.17410880343855,0.542738545612992,93.0035104363627,92.840954064121
"57","landscape","CH-EWNC-6000-NORT",3.49797169047121,0.0630365307417043,46,20861.6780045351,0.2205,0.00479347826086956,0.0159982971618011,1.29897925884362,0.429566302884955,93.1075283665313,93.2863077528993
"58","landscape","CH-EWNC-6000-PRES",1.57348422044017,0.00946943083790939,4,26845.6375838926,0.0149,0.003725,0.00310631078076014,1.06781169281169,0.383621990376045,94.0070811755584,92.8723567924384
"59","landscape","CH-EWPL-0510-SL12",1.62127732739281,0.00986876195063416,9,56250,0.016,0.00177777777777778,0.00271835325968581,2.33665977039471,1.1125101883278,76.489114062714,90.3065933381587
"60","landscape","CH-EWPL-1020-HUC1",1.0840290240041,0.00581165251159934,3,47619.0476190476,0.0063,0.0021,0.00135277492584687,1.39285714285714,0.360767322833554,87.8627045924043,90.7927892940884
"61","landscape","CH-EWPL-2030-BLAC",2.01592474718681,0.00540694786112963,6,55045.871559633,0.0109,0.00181666666666667,0.0016714265364253,1.43853593853594,0.522863783245214,95.9271364891611,87.0809291740634
"62","landscape","CH-EWPL-2030-BULW",6.33100499952808,0.187426798760773,86,7247.59817967302,1.1866,0.0137976744186047,0.0943280707727266,1.43442137689866,0.742972175359099,93.6795891127473,98.8438412301269
"63","landscape","CH-EWPL-2030-FAMN",1.01630025593403,0.00895404674638857,8,87912.0879120879,0.0091,0.0011375,0.00079090815793347,1.69165008841733,0.530356328363201,91.699634572869,80.2921868331766
"64","landscape","CH-EWPL-6000-FAM2",3.73674177062046,0.058205788184257,33,15172.4137931034,0.2175,0.00659090909090909,0.0106821803613648,1.34434944916861,0.794472093935442,90.0055298773899,93.5995210265652
"65","landscape","CH-EWPL-6000-NORT",3.00027609745243,0.0216980030788757,9,13824.8847926267,0.0651,0.00723333333333333,0.00563293884220306,0.95813539416057,0.384890501622095,90.7326860664826,93.327071753941
"66","landscape","CH-EWPL-6000-PRES",0.994473035144433,0.0321778458229915,12,37500,0.032,0.00266666666666667,0.00499260058547253,2.18583954886921,1.1165628889662,85.1163476756357,91.6521250114998
"67","landscape","CH-NC-0510-LANG",4.99215362507487,0.878158071494496,1,22.8107392960606,4.3839,4.3839,NA,0.0474007162572139,NA,99.2894715731329,100
"68","landscape","CH-NC-0510-SL01",4.88791169497557,0.887741078559253,2,46.0914454277286,4.3392,2.1696,3.06742921678724,0.855068455262066,1.14777319776613,99.3909706818376,99.9974390436931
"69","landscape","CH-NC-0510-SL02",2.84981240360145,0.904234958323376,1,38.8063176685164,2.5769,2.5769,NA,0.0371764523264387,NA,99.6934551702593,100
"70","landscape","CH-NC-1020-HEAR",1.47735255435482,0.958945104757811,1,70.5865744335427,1.4167,1.4167,NA,0.0444695418931319,NA,99.7294892329596,100
"71","landscape","CH-NC-1020-HUC1",1.77284141200883,0.606258401185545,8,744.324525493115,1.0748,0.13435,0.377413301302432,1.44363716252756,0.527042308836337,94.8186560841871,99.9607033297498
"72","landscape","CH-NC-1020-HUC3",0.581131259581959,0.172938554488181,10,9950.24875621891,0.1005,0.01005,0.0263669932554574,1.40541281936819,0.645731567082023,96.1689584900089,97.5166570823846
"73","landscape","CH-NC-2030-BLAC",4.64408255717903,0.727054258495137,16,473.863468088257,3.3765,0.21103125,0.824833578946889,1.37305507999444,0.743230392316562,93.6305957101422,99.9584973024201
"74","landscape","CH-NC-2030-BULW",28.759704593939,0.958643365405442,29,105.185652676975,27.5703,0.9507,5.1090601788112,1.65007145888417,0.928081010277986,99.4961903773966,99.9832710420953
"75","landscape","CH-NC-2030-FAMN",6.70784459027452,0.46105719331721,69,2231.06023862644,3.0927,0.0448217391304348,0.353296655829715,1.3189602025605,0.404866296931814,93.6258796725694,99.872027481649
"76","landscape","CH-NC-3040-HOME",6.35060461338684,0.729741541495288,10,215.782318796798,4.6343,0.46343,1.46015429173313,1.28106383870194,0.611925538182452,96.7179910028193,99.9880446452503
"77","landscape","CH-NC-6000-FAM2",1.66682118736636,0.0465556837099071,23,29639.175257732,0.0776,0.00337391304347826,0.00490836182552557,1.33801019995372,0.486847977855938,92.8162972825106,90.2592864853749
"78","landscape","CH-NC-6000-NORT",4.65663033147301,0.114460449307643,36,6754.22138836773,0.533,0.0148055555555556,0.0384359128527657,1.14944023856995,0.720625049358965,92.6087811496546,97.1281942789319
"79","landscape","CH-NC-6000-PRES",1.33348808653578,0.00224973888427724,3,1e+05,0.003,0.001,0.000264575131106459,1.51210826210826,0.262327845281273,94.8333333333333,83.6901667353401
"80","landscape","CH-PL-0510-LANG",5.97124766875925,0.925284012067791,2,36.1984398472426,5.5251,2.76255,1.82893168953901,0.0456624842851465,0.00934413899743314,99.359271478038,99.8540686272895
"81","landscape","CH-PL-0510-SL12",3.67527341232095,0.979682215731049,1,27.7731489196245,3.6006,3.6006,NA,0.028328611898017,NA,99.8185168639714,100
"82","landscape","CH-PL-1020-HEAR",6.0537375222085,0.98431753576031,1,16.7819023964557,5.9588,5.9588,NA,0.0235617909646237,NA,99.8205363687683,100
"83","landscape","CH-PL-1020-HUC1",0.929784005583913,0.0425905369012353,10,25252.5252525253,0.0396,0.00396,0.00675511328961666,1.38975596000244,0.4582206935755,90.8944931367743,93.4199881399423
"84","landscape","CH-PL-1020-HUC3",3.92612078924924,0.0187207689078906,48,65306.1224489796,0.0735,0.00153125,0.00128595626311251,1.51859548392611,0.399701500507307,91.6448615881982,79.9047714412072
"85","landscape","CH-PL-2030-BLAC",1.79035325918365,0.174099719371654,14,4491.49823548284,0.3117,0.0222642857142857,0.0439291843966883,1.45442304976469,0.899588253746155,92.8398694805135,98.2516649075068
"86","landscape","CH-PL-2030-BULW",1.5265119600273,0.786498914806099,18,1499.25037481259,1.2006,0.0667,0.274863457010931,2.20655034741825,1.30088712580494,95.7770883486276,99.8401467206241
"87","landscape","CH-PL-2030-FAMN",2.02846287502572,0.217504596920171,44,9972.8014505893,0.4412,0.0100272727272727,0.0286057919296755,1.318327081029,0.514423086617597,89.5394599233823,96.9645512608608
"88","landscape","CH-PL-3040-HOME",3.26703886996694,0.010957935128688,8,22346.3687150838,0.0358,0.004475,0.00552416768132798,1.72589609800363,0.843122697874996,80.8344674475078,93.847436076216
"89","landscape","CH-PL-6000-FAM2",1.45316415562062,0.140865021483121,24,11724.4748412311,0.2047,0.00852916666666667,0.0211338689469455,1.40496663423171,0.754017691612577,89.130275298163,96.166271441672
"90","landscape","CH-PL-6000-NORT",2.48515151991581,0.0309437872836845,15,19505.8517555267,0.0769,0.00512666666666667,0.00740380854374159,1.25771163416835,0.583594382757514,94.5307761201926,92.8333661382062
"91","landscape","CH-PL-6000-PRES",5.8007990154569,0.000413736106630297,2,83333.3333333333,0.0024,0.0012,0.000424264068711928,1.64444444444444,0.125707872210942,82.6704545454545,90.4270279401123
"92","landscape","CS_M1",7.01442831927397,0.0124600318118364,23,26315.7894736842,0.0874,0.0038,0.00505119247846936,1.47724866700145,0.808504359158486,83.5214934009133,90.3400624568479
"93","landscape","CS_M2",1.15203291967485,0.0565088018651185,16,24577.5729646697,0.0651,0.00406875,0.00710893510543832,2.280551870005,1.38133421438375,84.4105022311712,93.7063452428523
"94","landscape","CS_M4",1.23894530776629,0.120344295317454,11,7377.5989268947,0.1491,0.0135545454545455,0.0199908160732054,1.82339017067618,1.38633097942911,87.6377410468319,96.5115568538471
"95","landscape","CS_P1",7.75498925471492,0.0870278446343005,61,9038.37605571196,0.6749,0.0110639344262295,0.0379150982801789,1.43146239297571,0.734824954677598,93.6424441257773,96.1654205283325
"96","landscape","DP_M1",2.83408921173885,0.0321443656828663,34,37321.6245883644,0.0911,0.00267941176470588,0.00651565850118772,1.92966534954805,1.01680560003859,87.548497708963,89.6791687885692
"97","landscape","DP_M2",4.42129932060801,0.0465700205005992,35,16998.5429820301,0.2059,0.00588285714285714,0.012867091762328,1.64594588153806,1.03657045918697,88.5998691181333,94.14091566946
"98","landscape","DP_M3",13.4944108402085,0.0617589022498685,148,17758.5793136549,0.8334,0.00563108108108108,0.0114693905047829,1.25970600293374,0.647929124441877,90.7104449422936,92.3872985968506
"99","landscape","DP_M4",2.02632583981603,0.0204804178995061,14,33734.9397590361,0.0415,0.00296428571428571,0.00303685240462432,1.65271495057081,0.717328277280867,76.8798553350159,89.2273048981437
"100","landscape","DP_P1",1.53233678901494,0.903326220399521,5,361.219476954197,1.3842,0.27684,0.617915024902292,1.85302271740703,1.05306384221042,99.1986610545011,99.9564090238316
"101","landscape","DW_M1",2.08056494953893,0.00100934123708341,4,190476.19047619,0.0021,0.000525,0.000655108133567785,2.91666666666667,1.13447654759234,68.75,80.2133178525046
"102","landscape","DW_M2",4.32893241593689,0.00334955564254561,7,48275.8620689655,0.0145,0.00207142857142857,0.00204671630155418,1.92293304293304,1.06006963919358,81.5855951576033,89.9715846075482
"103","landscape","DW_M3",8.92280549672446,0.181546039594235,90,5555.89851225384,1.6199,0.0179988888888889,0.0623944853052285,1.34983161388348,0.842008466064997,92.9968627332602,97.5786181644982
"104","landscape","DW_M4",5.37969801349221,0.211108504074333,66,5811.39385401074,1.1357,0.0172075757575758,0.0669753463495936,1.66147352271673,0.965224868073958,93.2825038757261,98.2587140864437
"105","landscape","DW_P1",3.52766465784593,0.191458107702452,46,6810.77879774948,0.6754,0.0146826086956522,0.0580610341866321,1.41585328959462,0.729033310518428,92.3586964721892,98.4438655281545
"106","landscape","EA-EW-1020-LOSH",0.73517879976636,0.229331966663866,6,3558.71886120996,0.1686,0.0281,0.0659471303393863,1.79336201598033,1.24842621059362,92.7884526770504,99.6383295366024
